league,season,game,team,player,jersey_number,nation,pos,age,min,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,cmp%,prgp,carries,prgc,succ,league_misc,season_misc,jersey_number_misc,nation_misc,pos_misc,age_misc,min_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int_misc,tklw,pkwon,pkcon,og,recov,won,lost,won%,date
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Jonny Castro,17,ESP,RB,31-166,90,0,0,0,0,0,0,0,0,79,2,1,3,0.0,0.0,0.0,1,0,63,70,90.0,9,39,3,0,ESP-La Liga,2526,17,ESP,RB,31-166,90,0,0,0,2,0,0,2,1,1,0,0,0,4,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Mariano,9,DOM,"CM,FW",32-015,14,0,0,0,0,1,1,0,0,3,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,2,0,0,ESP-La Liga,2526,9,DOM,"CM,FW",32-015,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Nahuel Tenaglia,14,ARG,CB,29-176,90,1,0,0,0,1,1,0,0,65,2,1,0,0.2,0.2,0.0,0,0,37,46,80.4,5,32,0,0,ESP-La Liga,2526,14,ARG,CB,29-176,90,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Pablo Ibáñez,19,ESP,CM,26-330,76,0,0,0,0,1,0,0,0,50,1,1,2,0.0,0.0,0.0,4,1,32,38,84.2,5,30,2,1,ESP-La Liga,2526,19,ESP,CM,26-330,76,0,0,0,2,3,0,3,1,0,0,0,0,2,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Toni Martínez,11,ESP,FW,28-047,90,1,0,0,0,4,1,0,0,32,0,0,1,0.6,0.6,0.1,3,0,13,23,56.5,3,10,0,0,ESP-La Liga,2526,11,ESP,FW,28-047,90,0,0,0,2,1,0,0,0,0,0,0,0,1,10,5,66.7,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Victor Parada,24,ESP,LB,23-134,89,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.1,4,0,38,49,77.6,2,27,0,0,ESP-La Liga,2526,24,ESP,LB,23-134,89,0,0,0,0,1,0,4,0,0,0,0,0,4,0,2,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Alavés,Youssef Lekhedim,3,ESP,LB,19-313,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,ESP-La Liga,2526,3,ESP,LB,19-313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Adrián de la Fuente,4,ESP,CB,26-171,90,0,0,0,0,0,0,0,0,55,1,1,1,0.0,0.0,0.0,0,0,27,48,56.3,1,24,0,0,ESP-La Liga,2526,4,ESP,CB,26-171,90,0,0,0,1,1,0,3,1,0,0,0,0,1,1,2,33.3,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Brugui,7,ESP,"LM,RM,FW",28-285,85,0,0,0,0,1,1,0,0,20,2,0,1,0.1,0.1,0.0,1,1,7,13,53.8,0,8,0,0,ESP-La Liga,2526,7,ESP,"LM,RM,FW",28-285,85,0,0,0,2,0,2,1,0,1,0,0,0,0,2,5,28.6,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Carlos Álvarez,24,ESP,RM,22-010,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,2,5,0,0,ESP-La Liga,2526,24,ESP,RM,22-010,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Diego Pampín,6,ESP,LB,25-154,12,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.0,0,0,8,12,66.7,0,8,0,1,ESP-La Liga,2526,6,ESP,LB,25-154,12,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Iván Romero,9,ESP,FW,24-128,78,0,0,0,0,3,1,0,0,32,2,0,0,0.1,0.1,0.0,2,0,10,19,52.6,2,19,1,2,ESP-La Liga,2526,9,ESP,FW,24-128,78,0,0,0,1,4,0,1,0,2,0,0,0,3,4,3,57.1,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Jeremy Toljan,22,GER,RB,31-008,90,1,0,0,0,1,1,0,0,43,0,0,3,0.7,0.7,0.1,2,0,22,36,61.1,2,16,0,0,ESP-La Liga,2526,22,GER,RB,31-008,90,0,0,0,0,2,0,1,0,0,0,0,0,3,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Jorge Cabello,14,ESP,CB,21-113,90,0,0,0,0,0,0,0,0,39,1,0,0,0.0,0.0,0.0,2,0,23,27,85.2,3,15,0,0,ESP-La Liga,2526,14,ESP,CB,21-113,90,0,0,0,1,2,0,0,0,1,0,0,0,1,3,4,42.9,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,José Luis Morales,11,ESP,"LM,FW,RM",38-024,37,0,0,0,0,0,0,0,0,8,1,1,0,0.0,0.0,0.0,0,0,3,6,50.0,1,1,0,0,ESP-La Liga,2526,11,ESP,"LM,FW,RM",38-024,37,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Manu Sánchez,23,ESP,LB,24-357,78,0,0,0,0,0,0,1,0,39,3,1,1,0.0,0.0,0.0,2,0,23,30,76.7,2,11,2,0,ESP-La Liga,2526,23,ESP,LB,24-357,78,1,0,0,1,1,0,1,1,2,0,0,0,2,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Matias Moreno,2,ARG,CB,21-326,6,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,1,0,ESP-La Liga,2526,2,ARG,CB,21-326,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Oriol Rey,20,ESP,CM,27-172,90,0,0,0,0,0,0,0,0,31,1,0,1,0.0,0.0,0.0,1,0,16,26,61.5,2,13,2,0,ESP-La Liga,2526,20,ESP,CM,27-172,90,0,0,0,1,2,0,1,0,1,0,0,0,7,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Pablo Cuñat,1,ESP,GK,23-110,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,25,39,64.1,0,13,0,0,ESP-La Liga,2526,1,ESP,GK,23-110,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Pablo Martínez,10,ESP,CM,27-175,84,0,0,0,0,2,0,0,0,33,0,1,0,0.0,0.0,0.0,1,0,19,28,67.9,4,17,0,0,ESP-La Liga,2526,10,ESP,CM,27-175,84,0,0,0,5,0,0,2,1,0,0,0,0,2,0,3,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Sergio Lozano,21,ESP,LM,26-145,12,0,0,0,0,0,0,0,0,12,2,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,5,0,0,ESP-La Liga,2526,21,ESP,LM,26-145,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Unai Elgezabal,5,ESP,"CB,CM",32-113,90,0,0,0,0,0,0,0,0,47,0,0,4,0.0,0.0,0.0,0,0,22,30,73.3,2,12,0,0,ESP-La Liga,2526,5,ESP,"CB,CM",32-113,90,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,57.1,2025-08-16
ESP-La Liga,2526,2025-08-16 Alavés-Levante,Levante,Víctor García,17,ESP,"RM,LM",27-334,53,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,0,ESP-La Liga,2526,17,ESP,"RM,LM",27-334,53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Alejandro Balde,3,ESP,LB,21-302,67,0,0,0,0,0,0,0,0,46,2,0,0,0.0,0.0,0.1,1,0,39,42,92.9,3,25,1,0,ESP-La Liga,2526,3,ESP,LB,21-302,67,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Dani Olmo,20,ESP,"AM,FW",27-101,45,0,0,0,0,5,1,0,0,34,1,0,0,0.4,0.4,0.0,4,1,19,25,76.0,2,13,0,0,ESP-La Liga,2526,20,ESP,"AM,FW",27-101,45,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Eric García,24,ESP,"RB,CB",24-219,90,0,0,0,0,1,1,0,0,69,4,0,1,0.0,0.0,0.1,5,0,57,60,95.0,6,26,1,0,ESP-La Liga,2526,24,ESP,"RB,CB",24-219,90,0,0,0,1,1,0,0,0,1,0,0,0,2,3,2,60.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Fermin López,16,ESP,AM,22-097,45,0,0,0,0,0,0,0,0,29,2,0,0,0.0,0.0,0.0,0,0,19,25,76.0,2,11,2,1,ESP-La Liga,2526,16,ESP,AM,22-097,45,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Ferrán Torres,7,ESP,FW,25-168,68,1,0,0,0,3,1,0,0,22,0,1,2,0.5,0.5,0.1,1,0,9,12,75.0,1,7,1,0,ESP-La Liga,2526,7,ESP,FW,25-168,68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Frenkie de Jong,21,NED,DM,28-096,90,0,0,0,0,0,0,0,0,82,1,0,0,0.0,0.0,0.0,4,1,76,80,95.0,10,43,2,0,ESP-La Liga,2526,21,NED,DM,28-096,90,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Gavi,6,ESP,"AM,CB",21-011,22,0,1,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.2,3,1,19,20,95.0,4,11,1,0,ESP-La Liga,2526,6,ESP,"AM,CB",21-011,22,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Joan García,13,ESP,GK,24-104,90,0,0,0,0,0,0,0,0,20,0,1,0,0.0,0.0,0.0,0,0,19,19,100.0,0,9,0,0,ESP-La Liga,2526,13,ESP,GK,24-104,90,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Jofre Torrents,26,ESP,LB,18-200,23,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.0,1,0,17,21,81.0,0,14,0,0,ESP-La Liga,2526,26,ESP,LB,18-200,23,0,0,0,0,0,0,3,0,1,0,0,0,2,1,2,33.3,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Jules Koundé,23,FRA,RB,26-277,14,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,1,0,14,16,87.5,0,14,3,0,ESP-La Liga,2526,23,FRA,RB,26-277,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Lamine Yamal,10,ESP,RW,18-034,90,1,1,0,0,9,3,0,0,66,2,0,0,0.5,0.5,0.8,9,2,33,45,73.3,3,43,4,6,ESP-La Liga,2526,10,ESP,RW,18-034,90,0,0,0,3,1,2,4,0,1,0,0,0,7,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Marcus Rashford,14,ENG,"LW,FW",27-289,22,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,3,0,10,11,90.9,3,7,2,0,ESP-La Liga,2526,14,ENG,"LW,FW",27-289,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Pau Cubarsí,5,ESP,CB,18-206,68,0,0,0,0,0,0,0,0,58,0,1,0,0.0,0.0,0.0,0,0,48,52,92.3,5,32,1,0,ESP-La Liga,2526,5,ESP,CB,18-206,68,0,0,0,1,0,0,0,1,0,0,0,0,4,2,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Pedri,8,ESP,DM,22-264,90,0,0,0,0,2,1,0,0,102,2,1,3,0.1,0.1,0.2,10,0,84,91,92.3,18,66,4,0,ESP-La Liga,2526,8,ESP,DM,22-264,90,0,0,0,0,1,0,0,1,2,0,0,0,6,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Raphinha,11,BRA,LW,28-245,76,1,0,0,0,3,1,1,0,43,0,0,0,0.6,0.6,0.1,3,0,24,33,72.7,3,28,2,1,ESP-La Liga,2526,11,BRA,LW,28-245,76,1,0,0,1,1,0,1,0,0,0,0,0,4,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Barcelona,Ronald Araújo,4,URU,CB,26-162,90,0,0,0,0,1,0,0,0,58,0,2,1,0.0,0.0,0.0,1,0,38,47,80.9,4,24,0,0,ESP-La Liga,2526,4,URU,CB,26-162,90,0,0,0,4,0,0,0,2,0,0,0,0,4,2,1,66.7,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Antonio Raillo,21,ESP,CB,33-312,90,0,0,0,0,1,0,0,0,39,1,0,4,0.0,0.0,0.0,0,0,25,31,80.6,2,17,0,0,ESP-La Liga,2526,21,ESP,CB,33-312,90,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,33.3,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Antonio Sánchez,6,ESP,"RB,DM",28-227,90,0,0,0,0,1,0,0,0,34,3,1,1,0.0,0.0,0.0,0,0,22,24,91.7,1,12,0,0,ESP-La Liga,2526,6,ESP,"RB,DM",28-227,90,0,0,0,0,1,0,0,1,2,0,0,0,3,0,1,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Dani Rodríguez,14,ESP,LM,37-071,45,0,0,0,0,1,0,0,0,23,2,0,0,0.0,0.0,0.0,0,0,7,13,53.8,1,14,0,0,ESP-La Liga,2526,14,ESP,LM,37-071,45,0,0,0,0,3,0,1,0,1,0,0,0,0,1,3,25.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Jan Salas,28,ESP,CM,20-006,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,1,4,0,1,ESP-La Liga,2526,28,ESP,CM,20-006,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Johan Mojica,22,COL,LB,32-360,89,0,0,0,0,0,0,0,0,43,3,2,0,0.0,0.0,0.0,0,0,20,32,62.5,2,22,0,0,ESP-La Liga,2526,22,COL,LB,32-360,89,0,0,0,1,1,1,2,2,0,0,0,0,9,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Leo Román,1,ESP,GK,25-041,90,0,0,0,0,0,0,0,0,43,0,1,0,0.0,0.0,0.0,0,0,14,37,37.8,0,12,0,0,ESP-La Liga,2526,1,ESP,GK,25-041,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Manu Morlanes,8,ESP,DM,26-216,32,0,0,0,0,0,0,2,1,17,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,1,9,0,0,ESP-La Liga,2526,8,ESP,DM,26-216,32,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Martin Valjent,24,SVK,CB,29-248,90,0,0,0,0,0,0,0,0,35,1,0,6,0.0,0.0,0.0,1,0,17,22,77.3,1,14,0,0,ESP-La Liga,2526,24,SVK,CB,29-248,90,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Mateo Joseph,18,ESP,RM,21-301,45,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,1,0,5,7,71.4,0,9,0,0,ESP-La Liga,2526,18,ESP,RM,21-301,45,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Mateu Morey,2,ESP,RB,25-167,45,0,0,0,0,0,0,1,0,26,0,0,0,0.0,0.0,0.1,2,0,14,19,73.7,2,12,0,1,ESP-La Liga,2526,2,ESP,RB,25-167,45,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Omar Mascarell,5,EQG,CM,32-195,45,0,0,0,0,0,0,0,0,13,2,1,1,0.0,0.0,0.0,1,0,5,8,62.5,1,3,0,0,ESP-La Liga,2526,5,EQG,CM,32-195,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Pablo Torre,20,ESP,AM,22-135,45,0,0,0,0,0,0,1,0,16,0,0,0,0.0,0.0,0.0,0,0,10,15,66.7,0,9,0,0,ESP-La Liga,2526,20,ESP,AM,22-135,45,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Sergi Darder,10,ESP,"LW,CM",31-237,82,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,16,21,76.2,2,15,1,0,ESP-La Liga,2526,10,ESP,"LW,CM",31-237,82,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Takuma Asano,11,JPN,RW,30-279,45,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,2,5,40.0,1,5,0,0,ESP-La Liga,2526,11,JPN,RW,30-279,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Toni Lato,3,ESP,LB,27-268,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,ESP-La Liga,2526,3,ESP,LB,27-268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Mallorca-Barcelona,Mallorca,Vedat Muriqi,7,KVX,FW,31-114,38,0,0,0,0,1,1,0,1,6,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,5,0,0,ESP-La Liga,2526,7,KVX,FW,31-114,38,0,1,0,2,2,1,0,0,0,0,0,0,0,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Aihen Muñoz,3,ESP,LB,28-000,79,0,0,0,0,0,0,1,0,49,3,0,1,0.0,0.0,0.0,1,0,29,38,76.3,4,11,0,0,ESP-La Liga,2526,3,ESP,LB,28-000,79,1,0,0,2,0,0,2,0,1,0,0,0,4,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Ander Barrenetxea,7,ESP,"LW,LM",23-232,90,0,0,0,0,3,0,0,0,57,1,0,2,0.2,0.2,0.1,6,1,28,42,66.7,3,35,7,1,ESP-La Liga,2526,7,ESP,"LW,LM",23-232,90,0,0,0,1,1,0,6,0,1,0,0,0,5,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Aritz Elustondo,6,ESP,CB,31-141,23,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,ESP-La Liga,2526,6,ESP,CB,31-141,23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Beñat Turrientes,8,ESP,"DM,CM",23-197,79,0,0,0,0,2,0,1,0,39,3,0,1,0.1,0.1,0.0,4,0,30,32,93.8,4,21,0,2,ESP-La Liga,2526,8,ESP,"DM,CM",23-197,79,1,0,0,1,1,0,0,0,3,0,0,0,4,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Brais Méndez,23,ESP,AM,28-221,67,0,1,0,0,2,1,0,0,35,0,0,0,0.1,0.1,0.0,2,1,23,27,85.2,5,20,2,0,ESP-La Liga,2526,23,ESP,AM,28-221,67,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Duje Ćaleta-Car,16,CRO,CB,28-333,67,0,0,0,0,0,0,0,0,47,2,1,2,0.0,0.0,0.1,0,0,34,36,94.4,1,21,0,0,ESP-La Liga,2526,16,CRO,CB,28-333,67,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,33.3,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Gonçalo Guedes,11,POR,RM,28-260,11,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,2,0,0,ESP-La Liga,2526,11,POR,RM,28-260,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Igor Zubeldia,5,ESP,CB,28-139,90,0,0,0,0,0,0,0,0,44,2,1,0,0.0,0.0,0.0,0,0,27,30,90.0,1,17,0,0,ESP-La Liga,2526,5,ESP,CB,28-139,90,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Jon Aramburu,2,VEN,RB,23-024,90,0,0,0,0,0,0,0,0,66,4,2,3,0.0,0.0,0.0,1,0,52,59,88.1,8,28,0,0,ESP-La Liga,2526,2,VEN,RB,23-024,90,0,0,0,4,0,0,2,2,4,0,0,0,1,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Mikel Oyarzabal,10,ESP,FW,28-117,90,0,0,0,0,2,1,0,0,28,0,0,0,0.1,0.1,0.2,1,0,14,20,70.0,4,13,2,0,ESP-La Liga,2526,10,ESP,FW,28-117,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Orri Steinn Óskarsson,9,ISL,FW,20-352,23,0,0,0,0,1,0,0,0,7,0,0,0,0.2,0.2,0.0,0,0,0,3,0.0,0,4,0,0,ESP-La Liga,2526,9,ISL,FW,20-352,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Pablo Marín,28,ESP,"DM,CM",22-044,90,0,0,0,0,0,0,0,0,35,2,0,0,0.0,0.0,0.0,1,0,18,22,81.8,2,14,2,1,ESP-La Liga,2526,28,ESP,"DM,CM",22-044,90,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0,100.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Sergio Gómez,17,ESP,LB,24-346,11,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,0,0,4,8,50.0,0,2,0,0,ESP-La Liga,2526,17,ESP,LB,24-346,11,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Takefusa Kubo,14,JPN,"RW,RM",24-073,79,1,0,0,0,2,1,0,0,27,0,0,0,0.2,0.2,0.0,4,0,13,19,68.4,0,16,2,1,ESP-La Liga,2526,14,JPN,"RW,RM",24-073,79,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Urko González,15,ESP,CM,24-149,11,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,1,0,4,4,100.0,1,2,0,0,ESP-La Liga,2526,15,ESP,CM,24-149,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Real Sociedad,Álex Remiro,1,ESP,GK,30-145,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.1,3,0,25,30,83.3,1,17,0,0,ESP-La Liga,2526,1,ESP,GK,30-145,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Valencia,Arnaut Danjuma,7,NED,FW,28-197,24,0,0,0,0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,2,2,100.0,0,7,1,1,ESP-La Liga,2526,7,NED,FW,28-197,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Valencia,Baptiste Santamaria,22,FRA,DM,30-160,11,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,4,0,0,ESP-La Liga,2526,22,FRA,DM,30-160,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,2025-08-16
ESP-La Liga,2526,2025-08-16 Valencia-Real Sociedad,Valencia,Copete,3,ESP,CB,25-310,90,0,0,0,0,2,0,0,0,69,1,0,1,0.9,0.9,0.0,1,0,50,59,84.7,3,34,1,0,ESP-La Liga,2526,3,ESP,CB,25-310,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100.0,2025-08-16
